MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,DISTANCE,ORIGIN_CITY_TIME_ZONE,DEST_CITY_TIME_ZONE,SCHD_ARR_TIME_UTC_MINUTES,EXPECTED_DURATION,NEW_ORIGIN,NEW_DEST,ARR_DELAY_CLS
1,16,2,AA,925.0,America/Chicago,America/New_York,1232,140,Other,SAV,1
8,23,3,DL,2172.0,America/Los_Angeles,America/New_York,588,263,Other,ATL,0
4,13,5,DL,151.0,America/New_York,America/Chicago,902,45,ATL,Other,0
6,28,3,WN,577.0,America/New_York,America/New_York,707,78,ATL,Other,0
3,7,3,DL,782.0,America/Chicago,America/New_York,1134,105,Other,ATL,0
3,11,7,DL,332.0,America/New_York,America/Chicago,979,80,ATL,Other,0
3,30,5,AA,1947.0,America/Los_Angeles,America/New_York,663,259,Other,ATL,0
3,8,4,DL,448.0,America/New_York,America/Chicago,1215,86,ATL,Other,0
4,22,7,9E,508.0,America/New_York,America/New_York,1442,146,Other,ATL,1
2,28,3,DL,223.0,America/New_York,America/New_York,779,65,Other,ATL,0
12,2,6,DL,404.0,America/New_York,America/New_York,177,61,ATL,MCO,0
8,2,3,DL,594.0,America/New_York,America/Detroit,1196,142,ATL,Other,1
12,26,2,WN,526.0,America/New_York,America/New_York,864,114,Other,ATL,1
4,6,5,F9,1590.0,America/New_York,America/Denver,1664,519,ATL,Other,1
8,31,4,DL,946.0,America/New_York,America/New_York,351,156,ATL,BOS,1
5,25,4,DL,356.0,America/New_York,America/New_York,875,63,Other,ATL,0
8,3,4,F9,689.0,America/New_York,America/Chicago,1393,171,ATL,Other,1
10,6,5,DL,453.0,America/New_York,America/Chicago,1473,87,ATL,Other,0
12,1,5,DL,813.0,America/Chicago,America/New_York,1058,162,Other,ATL,1
11,11,6,DL,534.0,America/New_York,America/New_York,968,82,ATL,Other,0
6,16,5,WN,1199.0,America/Denver,America/New_York,221,218,Other,ATL,1
6,1,4,AA,1947.0,America/Los_Angeles,America/New_York,1625,251,Other,ATL,0
9,19,2,DL,366.0,America/New_York,America/New_York,1257,70,ATL,Other,0
1,4,4,AA,226.0,America/New_York,America/New_York,1256,69,Other,ATL,0
2,17,6,DL,674.0,America/Chicago,America/New_York,856,139,Other,ATL,1
2,7,3,DL,106.0,America/New_York,America/New_York,1479,121,ATL,Other,1
9,19,2,DL,821.0,America/New_York,America/Chicago,1379,158,ATL,Other,1
6,22,4,WN,547.0,America/New_York,America/New_York,1360,131,Other,ATL,1
12,21,4,DL,762.0,America/New_York,America/New_York,1476,129,LGA,ATL,0
12,25,1,DL,669.0,America/New_York,America/Chicago,903,116,ATL,Other,0
7,4,2,DL,640.0,America/New_York,America/Detroit,1427,202,ATL,Other,1
9,18,1,DL,731.0,America/New_York,America/Chicago,1463,139,ATL,DFW,1
5,19,5,DL,321.0,America/New_York,America/Kentucky/Louisville,217,68,ATL,Other,0
8,13,7,DL,332.0,America/Chicago,America/New_York,896,52,Other,ATL,0
6,13,2,OO,566.0,America/Indiana/Indianapolis,America/New_York,806,95,Other,ATL,0
2,24,6,DL,425.0,America/New_York,America/Chicago,1017,79,ATL,Other,0
4,21,6,DL,794.0,America/New_York,America/New_York,996,130,ATL,Other,1
7,17,1,DL,859.0,America/New_York,America/New_York,1430,181,Other,ATL,1
4,8,7,UA,708.0,America/New_York,America/New_York,135,121,Other,SAV,0
1,31,3,DL,2182.0,America/New_York,America/Los_Angeles,1371,382,ATL,Other,1
6,30,5,NK,404.0,America/New_York,America/New_York,203,68,MCO,ATL,0
9,8,5,DL,526.0,America/New_York,America/New_York,990,93,ATL,Other,0
9,6,3,WN,591.0,America/Chicago,America/New_York,1454,107,Other,ATL,1
12,30,6,DL,581.0,America/New_York,America/New_York,354,136,ATL,FLL,1
12,15,5,DL,954.0,America/Chicago,America/New_York,832,106,Other,ATL,0
11,19,7,DL,813.0,America/New_York,America/Chicago,1213,140,ATL,Other,1
7,27,4,DL,1919.0,America/Los_Angeles,America/New_York,1108,286,Other,ATL,1
11,27,1,DL,1946.0,America/New_York,America/Los_Angeles,464,301,ATL,Other,1
12,11,1,EV,831.0,America/Chicago,America/New_York,1335,96,Other,ATL,0
2,3,6,DL,240.0,America/New_York,America/Chicago,878,42,ATL,Other,0
3,20,2,DL,762.0,America/New_York,America/New_York,1562,125,LGA,ATL,0
7,22,6,DL,666.0,America/New_York,America/New_York,1218,146,ATL,Other,1
5,26,5,DL,903.0,America/New_York,America/New_York,999,163,ATL,Other,1
9,10,7,NK,425.0,America/Chicago,America/New_York,801,60,Other,ATL,0
12,20,3,DL,577.0,America/New_York,America/New_York,763,104,Other,ATL,0
8,6,7,WN,581.0,America/New_York,America/New_York,1022,112,ATL,FLL,0
7,16,7,DL,306.0,America/New_York,America/New_York,117,45,ATL,Other,0
1,21,7,DL,874.0,America/Chicago,America/New_York,847,131,Other,ATL,0
6,11,7,DL,594.0,America/New_York,America/New_York,679,80,Other,ATL,0
12,2,6,DL,306.0,America/New_York,America/New_York,1386,42,ATL,Other,0
6,29,4,DL,859.0,America/New_York,America/New_York,945,112,ATL,Other,0
8,12,6,DL,2182.0,America/New_York,America/Los_Angeles,1381,314,ATL,Other,1
9,13,3,DL,432.0,America/New_York,America/Indiana/Indianapolis,273,116,ATL,Other,1
6,5,1,EV,238.0,America/New_York,America/New_York,1514,81,ATL,Other,1
3,18,7,DL,425.0,America/New_York,America/Chicago,1429,83,ATL,Other,0
1,10,3,9E,152.0,America/New_York,America/New_York,48,43,ATL,Other,0
4,1,7,DL,481.0,America/New_York,America/New_York,1397,80,Other,ATL,0
11,8,3,DL,332.0,America/Chicago,America/New_York,1403,92,Other,ATL,1
6,20,2,B6,901.0,America/New_York,America/New_York,1184,260,Other,SAV,1
1,3,3,DL,515.0,America/New_York,America/New_York,1031,98,ATL,Other,0
1,30,2,DL,526.0,America/New_York,America/New_York,999,187,ATL,Other,1
6,18,7,EV,589.0,America/Chicago,America/New_York,1593,334,Other,ATL,1
7,23,7,WN,696.0,America/Chicago,America/New_York,858,133,Other,ATL,1
4,25,3,EV,646.0,America/New_York,America/New_York,1231,89,ATL,Other,0
2,3,6,OO,448.0,America/New_York,America/Chicago,1029,100,ATL,Other,0
7,25,2,WN,594.0,America/Detroit,America/New_York,983,114,Other,ATL,0
6,29,4,DL,2116.0,America/New_York,America/Los_Angeles,1201,325,ATL,Other,1
7,15,6,EV,145.0,America/New_York,America/New_York,994,42,Other,ATL,0
7,30,7,AA,606.0,America/Chicago,America/New_York,1503,91,ORD,ATL,0
3,22,4,DL,306.0,America/New_York,America/New_York,277,66,ATL,Other,0
4,21,6,DL,813.0,America/Chicago,America/New_York,868,126,Other,ATL,0
8,21,1,DL,223.0,America/New_York,America/New_York,1202,33,Other,ATL,0
12,9,6,DL,594.0,America/New_York,America/New_York,1535,129,Other,ATL,0
4,20,5,DL,432.0,America/Indiana/Indianapolis,America/New_York,642,49,Other,ATL,0
5,14,7,EV,448.0,America/Chicago,America/New_York,1088,95,Other,ATL,0
1,22,1,DL,903.0,America/New_York,America/New_York,1557,160,Other,ATL,0
8,19,6,DL,591.0,America/New_York,America/Chicago,184,94,ATL,Other,0
6,29,4,NK,606.0,America/Chicago,America/New_York,234,137,ORD,ATL,1
10,5,4,DL,2139.0,America/New_York,America/Los_Angeles,1469,311,ATL,Other,0
5,9,2,AA,1587.0,America/New_York,America/Phoenix,1206,265,ATL,Other,1
5,11,4,EV,589.0,America/Chicago,America/New_York,1279,74,Other,ATL,0
2,12,1,DL,481.0,America/New_York,America/New_York,1218,70,ATL,Other,0
9,7,4,DL,547.0,America/New_York,America/New_York,698,109,Other,ATL,0
5,3,3,DL,669.0,America/New_York,America/Chicago,1509,104,ATL,Other,0
3,10,6,DL,2172.0,America/New_York,America/Los_Angeles,1156,287,ATL,Other,0
2,16,5,DL,1947.0,America/New_York,America/Los_Angeles,1496,298,ATL,Other,0
4,11,3,DL,444.0,America/New_York,America/New_York,1471,77,ATL,Other,0
11,30,4,DL,516.0,America/New_York,America/New_York,797,58,ATL,Other,0
8,3,4,DL,404.0,America/New_York,America/New_York,854,81,ATL,MCO,0
11,13,1,AA,1946.0,America/Los_Angeles,America/New_York,605,229,Other,ATL,0
7,28,5,DL,762.0,America/New_York,America/New_York,963,116,LGA,ATL,0
10,24,2,DL,2139.0,America/New_York,America/Los_Angeles,1168,291,ATL,Other,0
11,28,2,WN,581.0,America/New_York,America/New_York,1503,124,FLL,ATL,1
12,7,4,DL,813.0,America/New_York,America/Chicago,1651,222,ATL,Other,1
6,6,2,DL,577.0,America/New_York,America/New_York,724,101,Other,ATL,0
1,10,3,EV,780.0,America/New_York,America/New_York,223,126,ATL,Other,0
8,22,2,OO,606.0,America/Chicago,America/New_York,903,165,ORD,ATL,1
8,10,4,DL,666.0,America/New_York,America/New_York,928,87,Other,ATL,0
7,23,7,DL,762.0,America/New_York,America/New_York,1062,107,LGA,ATL,0
1,28,7,DL,746.0,America/New_York,America/New_York,305,104,ATL,Other,0
9,19,2,WN,481.0,America/New_York,America/New_York,180,63,ATL,Other,0
12,15,5,DL,554.0,America/New_York,America/New_York,1188,112,Other,ATL,1
2,20,2,DL,226.0,America/New_York,America/New_York,822,91,Other,ATL,1
11,14,2,F9,1199.0,America/Denver,America/New_York,260,140,Other,ATL,0
4,5,4,DL,357.0,America/New_York,America/New_York,735,87,Other,ATL,0
11,8,3,DL,404.0,America/New_York,America/New_York,1499,67,ATL,MCO,0
3,9,5,DL,761.0,America/Chicago,America/New_York,879,89,Other,ATL,0
9,27,3,DL,259.0,America/New_York,America/New_York,704,39,Other,ATL,0
8,6,7,DL,594.0,America/New_York,America/New_York,700,106,Other,ATL,0
9,30,6,DL,152.0,America/New_York,America/New_York,1345,77,Other,ATL,1
12,21,4,EV,780.0,America/New_York,America/New_York,1332,136,ATL,Other,1
8,11,5,EV,164.0,America/New_York,America/New_York,1252,59,ATL,Other,0
12,7,4,DL,594.0,America/Detroit,America/New_York,883,159,Other,ATL,1
5,18,4,WN,481.0,America/New_York,America/New_York,1421,102,Other,ATL,1
11,7,2,DL,762.0,America/New_York,America/New_York,915,143,LGA,ATL,0
11,2,4,DL,442.0,America/New_York,America/New_York,953,104,ATL,Other,1
4,6,5,DL,447.0,America/New_York,America/New_York,1465,80,ATL,Other,0
8,26,6,DL,620.0,America/New_York,America/New_York,773,115,Other,ATL,0
10,22,7,DL,306.0,America/New_York,America/New_York,1431,108,Other,ATL,1
2,3,6,DL,2116.0,America/Los_Angeles,America/New_York,1506,254,Other,ATL,0
8,27,7,DL,515.0,America/New_York,America/New_York,1331,95,Other,ATL,0
2,4,7,DL,1587.0,America/Phoenix,America/New_York,1535,234,Other,ATL,1
8,29,2,DL,646.0,America/New_York,America/New_York,1686,962,Other,ATL,1
4,24,2,WN,1199.0,America/New_York,America/Denver,1326,192,ATL,Other,0
7,8,6,DL,484.0,America/New_York,America/Chicago,1039,93,ATL,Other,0
11,5,7,NK,594.0,America/Detroit,America/New_York,1069,82,Other,ATL,0
7,28,5,DL,1199.0,America/New_York,America/Denver,403,257,ATL,Other,1
4,18,3,AA,762.0,America/New_York,America/New_York,753,109,ATL,LGA,0
12,5,2,DL,762.0,America/New_York,America/New_York,1392,157,ATL,LGA,1
1,24,3,WN,1587.0,America/New_York,America/Phoenix,1161,241,ATL,Other,0
6,13,2,DL,731.0,America/New_York,America/Chicago,1260,107,ATL,DFW,0
1,2,2,DL,356.0,America/New_York,America/New_York,1344,93,Other,ATL,0
5,17,3,OO,170.0,America/Chicago,America/New_York,692,63,Other,ATL,0
6,16,5,DL,240.0,America/New_York,America/Chicago,1461,49,ATL,Other,0
1,8,1,DL,692.0,America/New_York,America/Chicago,323,103,ATL,Other,0
12,6,3,DL,1269.0,America/Denver,America/New_York,1392,148,Other,ATL,0
8,9,3,DL,1892.0,America/Los_Angeles,America/New_York,1173,206,Other,ATL,0
8,14,1,DL,669.0,America/New_York,America/Chicago,1527,107,ATL,Other,0
1,6,6,WN,425.0,America/Chicago,America/New_York,1195,82,Other,ATL,0
2,13,2,F9,1547.0,America/Puerto_Rico,America/New_York,1405,192,Other,ATL,0
12,28,4,DL,432.0,America/Indiana/Indianapolis,America/New_York,730,71,Other,ATL,0
7,15,6,DL,516.0,America/New_York,America/New_York,863,139,Other,ATL,1
9,26,2,DL,250.0,America/New_York,America/Chicago,896,56,ATL,Other,0
2,23,5,DL,484.0,America/New_York,America/Chicago,948,73,ATL,Other,0
2,6,2,DL,444.0,America/New_York,America/New_York,1074,97,Other,ATL,0
11,21,2,DL,640.0,America/Detroit,America/New_York,1447,92,Other,ATL,0
8,15,2,DL,2139.0,America/Los_Angeles,America/New_York,727,275,Other,ATL,1
7,28,5,EV,448.0,America/New_York,America/Chicago,1127,89,ATL,Other,0
6,11,7,NK,406.0,America/New_York,America/New_York,1555,161,Other,ATL,1
11,25,6,DL,340.0,America/New_York,America/Chicago,214,63,ATL,Other,0
10,13,5,OO,606.0,America/New_York,America/Chicago,1501,122,ATL,ORD,0
1,31,3,9E,694.0,America/New_York,America/Chicago,1316,108,ATL,Other,0
1,16,2,DL,1590.0,America/New_York,America/Denver,1589,236,ATL,Other,1
3,8,4,DL,761.0,America/Chicago,America/New_York,887,95,Other,ATL,0
5,29,1,DL,1919.0,America/New_York,America/Los_Angeles,304,264,ATL,Other,0
1,16,2,OO,377.0,America/New_York,America/New_York,1378,75,ATL,Other,0
7,16,7,UA,746.0,America/New_York,America/New_York,1215,129,ATL,Other,0
6,12,1,NK,731.0,America/New_York,America/Chicago,1531,143,ATL,DFW,1
4,29,7,OO,143.0,America/New_York,America/New_York,1102,92,Other,ATL,1
7,2,7,DL,1947.0,America/New_York,America/Los_Angeles,1015,266,ATL,Other,0
8,16,3,DL,821.0,America/New_York,America/Chicago,1549,147,ATL,Other,0
8,28,1,DL,547.0,America/New_York,America/New_York,1355,71,ATL,Other,0
1,1,1,DL,1747.0,America/Los_Angeles,America/New_York,1117,195,Other,ATL,0
2,23,5,DL,554.0,America/New_York,America/New_York,1427,99,Other,ATL,0
2,10,6,DL,271.0,America/New_York,America/Chicago,308,92,ATL,Other,1
8,27,7,DL,547.0,America/New_York,America/New_York,1367,80,ATL,Other,0
2,20,2,YX,606.0,America/Chicago,America/New_York,186,165,ORD,ATL,1
3,27,2,DL,444.0,America/New_York,America/New_York,928,65,ATL,Other,0
2,4,7,YV,689.0,America/New_York,America/Chicago,1396,157,ATL,Other,1
9,10,7,DL,259.0,America/New_York,America/New_York,849,56,ATL,Other,0
8,2,3,AA,594.0,America/New_York,America/New_York,972,128,ATL,Other,1
7,20,4,DL,545.0,America/New_York,America/New_York,833,86,ATL,Other,0
10,26,4,WN,481.0,America/New_York,America/New_York,230,87,ATL,Other,1
3,25,7,DL,762.0,America/New_York,America/New_York,1420,146,LGA,ATL,0
12,30,6,DL,859.0,America/New_York,America/New_York,1449,181,Other,ATL,1
12,24,7,DL,859.0,America/New_York,America/New_York,827,148,Other,ATL,0
3,2,5,DL,406.0,America/New_York,America/New_York,1120,67,ATL,Other,0
2,21,3,DL,534.0,America/New_York,America/New_York,1173,100,ATL,Other,0
5,16,2,EV,143.0,America/New_York,America/New_York,834,56,ATL,Other,0
9,13,3,WN,721.0,America/New_York,America/Chicago,764,115,ATL,Other,0
2,19,1,DL,534.0,America/New_York,America/New_York,1153,112,Other,ATL,0
10,22,7,OO,457.0,America/New_York,America/New_York,1350,96,Other,ATL,1
12,18,1,DL,300.0,America/New_York,America/New_York,1426,189,ATL,Other,1
11,4,6,UA,606.0,America/Chicago,America/New_York,758,108,ORD,ATL,0
6,25,7,DL,515.0,America/New_York,America/New_York,1265,87,ATL,Other,0
7,20,4,DL,692.0,America/Chicago,America/New_York,904,110,Other,ATL,0
3,5,1,DL,594.0,America/New_York,America/New_York,768,114,Other,ATL,0
9,25,1,WN,692.0,America/New_York,America/Chicago,1218,123,ATL,Other,0
6,22,4,EV,223.0,America/New_York,America/New_York,1225,56,Other,ATL,0
2,28,3,YX,547.0,America/New_York,America/New_York,204,135,Other,ATL,1
4,12,4,AS,2182.0,America/Los_Angeles,America/New_York,533,265,Other,ATL,0
9,30,6,DL,259.0,America/New_York,America/New_York,50,49,ATL,Other,0
10,14,6,WN,406.0,America/New_York,America/New_York,1186,128,ATL,Other,1
7,20,4,DL,1919.0,America/Los_Angeles,America/New_York,1066,243,Other,ATL,0
9,14,4,DL,762.0,America/New_York,America/New_York,984,118,ATL,LGA,0
5,3,3,DL,545.0,America/New_York,America/New_York,997,99,Other,ATL,0
7,1,6,DL,425.0,America/New_York,America/Chicago,876,83,ATL,Other,0
1,10,3,YX,547.0,America/New_York,America/New_York,1124,80,ATL,Other,0
9,27,3,DL,606.0,America/Chicago,America/New_York,1357,144,ORD,ATL,1
12,13,3,AA,666.0,America/New_York,America/New_York,1319,101,Other,ATL,0
6,21,3,DL,515.0,America/New_York,America/New_York,1502,77,Other,ATL,0
11,16,4,EV,692.0,America/New_York,America/New_York,1480,110,Other,ATL,0
11,7,2,DL,321.0,America/New_York,America/Kentucky/Louisville,878,81,ATL,Other,1
6,30,5,EV,563.0,America/New_York,America/Chicago,1060,93,ATL,Other,0
5,11,4,WN,591.0,America/Chicago,America/New_York,940,92,Other,ATL,0
4,2,1,WN,547.0,America/New_York,America/New_York,1371,134,ATL,Other,1
6,21,3,DL,692.0,America/Chicago,America/New_York,837,116,Other,ATL,0
3,13,2,DL,1947.0,America/New_York,America/Los_Angeles,1646,304,ATL,Other,1
10,26,4,B6,901.0,America/New_York,America/New_York,1195,146,Other,SAV,0
7,31,1,WN,907.0,America/Chicago,America/New_York,761,117,Other,ATL,0
10,21,6,AS,2182.0,America/New_York,America/Los_Angeles,962,326,ATL,Other,0
11,17,5,DL,404.0,America/New_York,America/New_York,815,89,ATL,MCO,1
6,20,2,DL,907.0,America/Chicago,America/New_York,178,91,Other,ATL,0
10,26,4,DL,594.0,America/New_York,America/New_York,1331,90,ATL,Other,0
4,21,6,DL,317.0,America/New_York,America/New_York,977,57,Other,ATL,0
1,24,3,DL,1590.0,America/New_York,America/Denver,1272,244,ATL,Other,0
11,12,7,DL,1946.0,America/Los_Angeles,America/New_York,1159,200,Other,ATL,0
7,10,1,DL,594.0,America/New_York,America/New_York,1315,89,ATL,Other,0
2,15,4,AA,666.0,America/New_York,America/New_York,1522,120,Other,ATL,0
10,24,2,NK,666.0,America/New_York,America/New_York,1480,79,ATL,Other,0
8,22,2,DL,356.0,America/New_York,America/New_York,681,83,Other,ATL,0
9,21,4,DL,143.0,America/New_York,America/New_York,657,30,Other,ATL,0
12,5,2,DL,271.0,America/Chicago,America/New_York,848,96,Other,ATL,1
8,19,6,AA,226.0,America/New_York,America/New_York,1068,78,ATL,CLT,0
3,12,1,DL,484.0,America/Chicago,America/New_York,1413,70,Other,ATL,0
11,20,1,DL,534.0,America/New_York,America/New_York,1424,83,ATL,Other,0
3,19,1,AA,1587.0,America/New_York,America/Phoenix,1599,270,ATL,Other,1
8,15,2,DL,134.0,America/Chicago,America/New_York,977,77,Other,ATL,1
1,26,5,9E,106.0,America/New_York,America/New_York,92,42,Other,ATL,0
5,25,4,DL,240.0,America/Chicago,America/New_York,1477,84,Other,ATL,1
4,18,3,WN,577.0,America/New_York,America/New_York,131,113,Other,ATL,1
2,14,3,DL,453.0,America/Chicago,America/New_York,904,97,Other,ATL,0
11,29,3,DL,762.0,America/New_York,America/New_York,1309,116,LGA,ATL,0
8,11,5,DL,453.0,America/New_York,America/Chicago,1268,76,ATL,Other,0
4,23,1,DL,447.0,America/New_York,America/New_York,1095,104,Other,ATL,1
8,12,6,OO,331.0,America/New_York,America/New_York,921,83,Other,ATL,0
9,14,4,DL,907.0,America/Chicago,America/New_York,1506,167,Other,ATL,1
7,10,1,DL,594.0,America/New_York,America/Detroit,344,153,ATL,Other,1
4,28,6,9E,208.0,America/New_York,America/New_York,1119,49,Other,ATL,0
7,29,6,DL,749.0,America/New_York,America/New_York,1377,69,Other,ATL,0
12,6,3,OO,147.0,America/Chicago,America/New_York,1239,38,Other,ATL,0
7,9,7,WN,696.0,America/New_York,America/Chicago,299,140,ATL,Other,1
1,5,5,WN,1587.0,America/Phoenix,America/New_York,982,190,Other,ATL,0
8,11,5,WN,404.0,America/New_York,America/New_York,687,86,ATL,MCO,1
6,18,7,EV,192.0,America/New_York,America/New_York,123,110,Other,ATL,1
3,29,4,F9,762.0,America/New_York,America/New_York,810,162,ATL,LGA,1
6,18,7,DL,317.0,America/New_York,America/New_York,1281,88,ATL,Other,1
4,30,1,WN,404.0,America/New_York,America/New_York,940,60,ATL,MCO,0
8,28,1,EV,780.0,America/New_York,America/New_York,1275,136,ATL,Other,0
1,12,5,DL,946.0,America/New_York,America/New_York,1599,161,ATL,BOS,1
1,8,1,DL,669.0,America/New_York,America/Chicago,1387,151,ATL,Other,1
6,21,3,EV,192.0,America/New_York,America/New_York,1463,73,Other,ATL,0
10,13,5,DL,214.0,America/New_York,America/New_York,799,93,SAV,ATL,1
4,1,7,DL,515.0,America/New_York,America/New_York,1501,79,Other,ATL,0
7,13,4,WN,692.0,America/Chicago,America/New_York,808,139,Other,ATL,1
9,23,6,DL,240.0,America/Chicago,America/New_York,768,66,Other,ATL,0
4,5,4,DL,821.0,America/Chicago,America/New_York,750,115,Other,ATL,0
1,16,2,9E,227.0,America/New_York,America/New_York,1156,39,ATL,Other,0
5,1,1,B6,901.0,America/New_York,America/New_York,1461,298,SAV,BOS,1
5,22,1,DL,406.0,America/New_York,America/New_York,985,106,ATL,Other,1
3,14,3,WN,696.0,America/Chicago,America/New_York,898,94,Other,ATL,0
2,22,4,DL,363.0,America/New_York,America/New_York,792,74,Other,ATL,0
6,4,7,EV,692.0,America/New_York,America/New_York,1051,188,ATL,Other,1
10,3,2,DL,2172.0,America/New_York,America/Los_Angeles,1102,283,ATL,Other,0
12,18,1,DL,341.0,America/Chicago,America/New_York,863,64,Other,ATL,0
7,10,1,DL,554.0,America/New_York,America/New_York,1209,116,ATL,Other,0
4,28,6,9E,164.0,America/New_York,America/New_York,193,41,ATL,Other,0
5,7,7,DL,332.0,America/New_York,America/Chicago,1470,74,ATL,Other,0
3,31,6,DL,214.0,America/Chicago,America/New_York,1202,37,Other,ATL,0
2,22,4,DL,352.0,America/Chicago,America/New_York,1202,64,Other,ATL,0
9,5,2,DL,954.0,America/Chicago,America/New_York,819,145,Other,ATL,0
7,11,2,DL,317.0,America/New_York,America/New_York,878,49,ATL,Other,0
3,10,6,DL,594.0,America/New_York,America/New_York,1186,85,Other,ATL,0
5,15,1,WN,1587.0,America/New_York,America/Phoenix,1102,230,ATL,Other,0
10,30,1,DL,516.0,America/New_York,America/New_York,1057,85,ATL,Other,0
9,28,4,DL,106.0,America/New_York,America/New_York,109,25,ATL,Other,0
3,21,3,DL,1590.0,America/New_York,America/Denver,353,266,ATL,Other,1
12,11,1,DL,214.0,America/New_York,America/New_York,688,62,SAV,ATL,0
11,2,4,WN,2130.0,America/Los_Angeles,America/New_York,1357,228,Other,ATL,0
6,18,7,WN,554.0,America/New_York,America/New_York,1564,216,Other,ATL,1
2,5,1,DL,214.0,America/New_York,America/New_York,1030,39,SAV,ATL,0
10,23,1,WN,447.0,America/New_York,America/New_York,232,94,ATL,Other,1
9,14,4,DL,2172.0,America/Los_Angeles,America/New_York,1256,294,Other,ATL,1
2,5,1,DL,762.0,America/New_York,America/New_York,976,143,LGA,ATL,0
10,16,1,WN,404.0,America/New_York,America/New_York,1021,64,ATL,MCO,0
3,25,7,DL,484.0,America/New_York,America/Chicago,247,92,ATL,Other,0
7,8,6,DL,545.0,America/New_York,America/New_York,943,105,ATL,Other,0
1,16,2,DL,432.0,America/Indiana/Indianapolis,America/New_York,1076,82,Other,ATL,0
7,20,4,EV,508.0,America/New_York,America/New_York,911,93,ATL,Other,0
6,25,7,DL,2172.0,America/Los_Angeles,America/New_York,1025,224,Other,ATL,0
4,20,5,DL,481.0,America/New_York,America/New_York,1499,75,Other,ATL,0
9,2,6,DL,526.0,America/New_York,America/New_York,1155,81,Other,ATL,0
4,23,1,DL,853.0,America/New_York,America/New_York,1496,167,Other,ATL,1
12,11,1,WN,666.0,America/New_York,America/New_York,944,127,ATL,Other,1
5,1,1,DL,534.0,America/New_York,America/New_York,1121,150,Other,ATL,1
10,16,1,DL,581.0,America/New_York,America/New_York,1172,83,FLL,ATL,0
12,18,1,DL,591.0,America/New_York,America/Chicago,1285,90,ATL,Other,0
10,21,6,NK,666.0,America/New_York,America/New_York,761,108,Other,ATL,0
7,3,1,DL,1919.0,America/Los_Angeles,America/New_York,1138,224,Other,ATL,0
10,24,2,DL,765.0,America/New_York,America/Chicago,467,311,ATL,Other,1
12,12,2,OO,377.0,America/New_York,America/New_York,1176,58,ATL,Other,0
12,24,7,DL,404.0,America/New_York,America/New_York,182,61,ATL,MCO,0
7,27,4,EV,151.0,America/New_York,America/Chicago,1116,64,ATL,Other,0
4,13,5,DL,223.0,America/New_York,America/New_York,1067,52,Other,ATL,0
3,14,3,OO,500.0,America/New_York,America/Chicago,148,80,ATL,Other,0
5,10,3,DL,1199.0,America/New_York,America/Denver,1384,194,ATL,Other,0
9,21,4,DL,240.0,America/New_York,America/Chicago,848,59,ATL,Other,0
2,16,5,DL,484.0,America/Chicago,America/New_York,1001,64,Other,ATL,0
6,8,4,DL,563.0,America/New_York,America/Chicago,134,90,ATL,Other,0
12,6,3,DL,515.0,America/New_York,America/New_York,1294,86,Other,ATL,0
3,12,1,DL,731.0,America/New_York,America/Chicago,1258,118,ATL,DFW,0
12,7,4,DL,813.0,America/Chicago,America/New_York,1390,129,Other,ATL,1
10,10,2,DL,946.0,America/New_York,America/New_York,1506,133,Other,ATL,0
8,5,6,EV,589.0,America/Chicago,America/New_York,1303,90,Other,ATL,0
12,29,5,DL,712.0,America/New_York,America/New_York,828,169,Other,ATL,1
10,27,5,AA,731.0,America/New_York,America/Chicago,766,138,ATL,DFW,0
12,16,6,DL,1747.0,America/New_York,America/Los_Angeles,1526,227,ATL,Other,0
6,17,6,DL,581.0,America/New_York,America/New_York,297,127,ATL,FLL,1
4,9,1,OO,448.0,America/New_York,America/Chicago,1068,164,ATL,Other,1
7,31,1,DL,481.0,America/New_York,America/New_York,840,107,Other,ATL,0
4,28,6,UA,1199.0,America/Denver,America/New_York,1094,150,Other,ATL,0
12,1,5,DL,594.0,America/New_York,America/New_York,779,121,Other,ATL,0
12,14,4,DL,1587.0,America/Phoenix,America/New_York,1482,194,Other,ATL,0
4,20,5,DL,907.0,America/New_York,America/Chicago,1003,138,ATL,Other,0
7,18,2,DL,765.0,America/New_York,America/Chicago,1627,191,ATL,Other,1
2,3,6,DL,696.0,America/New_York,America/Chicago,969,117,ATL,Other,0
1,19,5,DL,350.0,America/New_York,America/Chicago,216,74,ATL,Other,0
6,29,4,WN,591.0,America/Chicago,America/New_York,304,165,Other,ATL,1
5,23,2,DL,1199.0,America/Denver,America/New_York,1315,167,Other,ATL,0
10,24,2,DL,874.0,America/New_York,America/Chicago,1000,160,ATL,Other,0
3,13,2,9E,227.0,America/New_York,America/New_York,1000,42,ATL,Other,0
1,24,3,DL,214.0,America/New_York,America/New_York,1444,40,ATL,SAV,0
1,30,2,9E,579.0,America/New_York,America/Chicago,1215,86,ATL,Other,0
3,5,1,WN,591.0,America/Chicago,America/New_York,291,118,Other,ATL,1
12,11,1,EV,841.0,America/New_York,America/Chicago,153,132,ATL,Other,0
4,23,1,DL,214.0,America/New_York,America/New_York,835,72,ATL,SAV,1
3,19,1,WN,594.0,America/New_York,America/Detroit,854,106,ATL,Other,0
4,2,1,DL,444.0,America/New_York,America/New_York,1120,80,ATL,Other,0
